student_id,student_name,age,gender,previous_grades,attendance_percentage,study_hours_per_week,assignments_submitted,exam_scores,student_success
358,Krishna Saxena,24.0,Male,46.0,77.0,23.0,10.0,62.0,0
359,Ira Bansal,17.0,Female,43.0,,,19.0,67.0,0
360,Diya Kumar,19.0,Female,76.0,94.0,17.0,15.0,64.0,1
361,Saanvi Kapoor,20.0,Female,95.0,83.0,27.0,8.0,96.0,1
362,Vihaan Mishra,17.0,Female,40.0,65.0,31.0,1.0,39.0,0
363,Aryan Saxena,17.0,Female,40.0,,11.0,4.0,44.0,0
364,Myra Choudhary,18.0,Male,86.0,81.0,26.0,0.0,40.0,1
365,Myra Singh,23.0,Female,59.0,87.0,9.0,,53.0,0
366,Ishaan Verma,23.0,Female,58.0,57.0,31.0,3.0,33.0,0
367,Ishaan Mehta,22.0,Female,68.0,57.0,25.0,2.0,42.0,0
368,Riya Mishra,18.0,Female,49.0,55.0,24.0,8.0,86.0,0
369,Krishna Mehta,,Female,99.0,63.0,10.0,11.0,66.0,0
370,Saanvi Mishra,23.0,Male,57.0,81.0,22.0,9.0,77.0,0
371,Arjun Kapoor,20.0,Female,67.0,,33.0,1.0,,1
372,Riya Kumar,24.0,Male,74.0,59.0,39.0,10.0,89.0,0
373,Aadhya Reddy,18.0,Male,82.0,52.0,22.0,9.0,41.0,0
374,Aarav Kapoor,24.0,Male,86.0,61.0,28.0,5.0,50.0,0
375,Krishna Mehta,17.0,Male,70.0,98.0,30.0,17.0,40.0,1
376,Aditya Patel,20.0,Female,66.0,80.0,6.0,1.0,73.0,0
377,Vihaan Mishra,20.0,Male,50.0,,39.0,1.0,,0
378,Sai Malhotra,17.0,Male,88.0,54.0,32.0,9.0,73.0,0
379,Diya Kapoor,18.0,Female,88.0,74.0,20.0,15.0,,1
380,Saanvi Das,17.0,Female,77.0,90.0,1.0,11.0,54.0,0
381,Arjun Reddy,24.0,Female,44.0,80.0,17.0,0.0,33.0,0
382,Riya Khanna,22.0,Male,47.0,70.0,32.0,7.0,93.0,0
383,Pihu Chopra,20.0,Female,73.0,69.0,36.0,15.0,45.0,0
384,Arjun Khanna,21.0,Female,87.0,88.0,33.0,17.0,39.0,1
385,Sai Sharma,21.0,Male,91.0,71.0,19.0,12.0,95.0,1
386,Vivaan Singh,24.0,Female,95.0,53.0,34.0,14.0,64.0,0
387,Krishna Chopra,19.0,Female,51.0,62.0,17.0,11.0,35.0,0
388,Arjun Agarwal,23.0,Female,77.0,94.0,23.0,,48.0,1
389,Vihaan Choudhary,17.0,Female,40.0,91.0,7.0,9.0,88.0,0
390,Aditya Gupta,,Male,70.0,99.0,29.0,13.0,82.0,1
391,Riya Saxena,19.0,Female,43.0,,9.0,4.0,37.0,0
392,Riya Singh,19.0,Female,88.0,69.0,22.0,17.0,39.0,0
393,Ananya Bansal,24.0,Male,84.0,62.0,10.0,18.0,96.0,0
394,Sai Agarwal,24.0,Female,89.0,66.0,1.0,14.0,67.0,0
395,Vivaan Saxena,19.0,Male,44.0,85.0,25.0,5.0,58.0,0
396,Ananya Reddy,20.0,Female,69.0,82.0,,10.0,44.0,1
397,Isha Sharma,24.0,,,50.0,32.0,10.0,52.0,0
398,Ananya Chopra,22.0,Male,63.0,64.0,12.0,19.0,75.0,0
399,Krishna Reddy,24.0,Male,98.0,62.0,39.0,19.0,,0
400,Diya Bansal,17.0,Male,42.0,66.0,24.0,17.0,55.0,0
401,Myra Reddy,24.0,Female,50.0,73.0,3.0,17.0,39.0,0
402,Pihu Reddy,20.0,Male,84.0,57.0,18.0,9.0,76.0,0
403,Diya Reddy,19.0,Female,43.0,99.0,17.0,1.0,33.0,0
404,Diya Singh,,Male,65.0,76.0,36.0,8.0,84.0,1
405,Vihaan Agarwal,24.0,Male,66.0,94.0,29.0,13.0,95.0,1
406,Aadhya Mishra,20.0,Male,85.0,72.0,18.0,18.0,96.0,1
407,Vivaan Das,22.0,Female,93.0,95.0,22.0,9.0,36.0,1
408,Aditya Kapoor,24.0,Male,82.0,57.0,15.0,3.0,84.0,0
409,Vihaan Chopra,20.0,Female,66.0,57.0,0.0,5.0,60.0,0
410,Saanvi Agarwal,22.0,Female,81.0,,,13.0,48.0,1
411,Vihaan Mehta,19.0,,,96.0,,3.0,57.0,1
412,Aarav Chopra,24.0,Female,89.0,62.0,33.0,14.0,57.0,0
413,Vivaan Das,22.0,Female,45.0,88.0,7.0,15.0,48.0,0
414,Aarav Singh,17.0,Female,98.0,,17.0,6.0,,1
415,Saanvi Choudhary,19.0,Female,54.0,98.0,4.0,16.0,42.0,0
416,Ananya Reddy,17.0,Female,92.0,,,18.0,72.0,1
417,Sai Mehta,21.0,Female,69.0,74.0,29.0,18.0,40.0,1
418,Isha Singh,18.0,,,65.0,,16.0,77.0,0
419,Aryan Singh,24.0,Male,76.0,51.0,18.0,5.0,44.0,0
420,Vihaan Khanna,22.0,Male,97.0,67.0,28.0,10.0,46.0,0
421,Ananya Das,18.0,Male,76.0,66.0,2.0,15.0,,0
422,Sai Mishra,18.0,Male,81.0,79.0,25.0,7.0,79.0,1
423,Sai Mehta,22.0,Female,99.0,88.0,39.0,10.0,57.0,1
424,Aarav Khanna,19.0,Female,76.0,62.0,,6.0,33.0,0
425,Rohan Mehta,24.0,Female,74.0,81.0,1.0,18.0,51.0,0
426,Aarav Singh,21.0,,,99.0,10.0,9.0,68.0,0
427,Rohan Sharma,17.0,Female,45.0,78.0,27.0,8.0,63.0,0
428,Ananya Gupta,20.0,Female,43.0,95.0,17.0,3.0,73.0,0
429,Pihu Bose,17.0,Female,57.0,79.0,12.0,14.0,71.0,0
430,Ira Mehta,20.0,Male,99.0,67.0,36.0,,,0
431,Sai Bose,17.0,Male,48.0,62.0,21.0,1.0,41.0,0
432,Vivaan Patel,22.0,Male,88.0,92.0,11.0,1.0,31.0,1
433,Riya Reddy,21.0,Male,68.0,70.0,1.0,15.0,57.0,0
434,Aarav Bose,24.0,,,79.0,36.0,8.0,96.0,0
435,Rohan Saxena,20.0,Female,98.0,,6.0,12.0,39.0,0
436,Vihaan Mishra,24.0,Female,86.0,97.0,25.0,2.0,86.0,1
437,Ira Patel,24.0,Male,91.0,66.0,25.0,8.0,66.0,0
438,Vihaan Khanna,24.0,Female,56.0,89.0,23.0,12.0,93.0,0
439,Diya Saxena,23.0,Female,84.0,68.0,11.0,1.0,69.0,0
440,Pari Mehta,19.0,Female,71.0,64.0,15.0,,89.0,0
441,Ishaan Patel,17.0,Male,87.0,58.0,22.0,8.0,77.0,0
442,Aditya Bose,24.0,Female,61.0,59.0,39.0,15.0,48.0,0
443,Aryan Khanna,,Male,43.0,93.0,8.0,1.0,62.0,0
444,Rohan Verma,24.0,Male,44.0,80.0,31.0,5.0,73.0,0
445,Aditya Gupta,20.0,Male,76.0,72.0,14.0,7.0,66.0,1
446,Vihaan Verma,19.0,Male,80.0,79.0,,4.0,65.0,1
447,Aditya Kumar,19.0,Female,88.0,82.0,12.0,8.0,50.0,1
448,Aryan Mishra,22.0,Male,52.0,58.0,4.0,0.0,31.0,0
449,Pari Kumar,23.0,Male,73.0,96.0,10.0,8.0,60.0,0
450,Aarav Choudhary,22.0,Female,84.0,50.0,9.0,9.0,59.0,0
451,Riya Sharma,22.0,Female,61.0,93.0,12.0,3.0,73.0,1
452,Aarav Bose,22.0,Male,92.0,84.0,14.0,2.0,41.0,1
453,Aadhya Patel,22.0,Female,98.0,60.0,6.0,,80.0,0
454,Aadhya Bose,22.0,Male,62.0,83.0,39.0,14.0,78.0,1
455,Diya Malhotra,21.0,Male,90.0,65.0,27.0,,53.0,0
456,Rohan Nair,19.0,Male,42.0,58.0,31.0,13.0,53.0,0
457,Myra Singh,22.0,Male,81.0,81.0,34.0,5.0,89.0,1
458,Aryan Singh,24.0,Female,73.0,64.0,14.0,11.0,40.0,0
459,Pari Patel,19.0,Male,71.0,61.0,35.0,12.0,42.0,0
460,Aadhya Mishra,19.0,Female,84.0,82.0,,16.0,93.0,1
461,Ishaan Patel,18.0,Female,90.0,94.0,5.0,15.0,49.0,0
462,Pari Choudhary,21.0,Female,97.0,63.0,0.0,2.0,57.0,0
463,Riya Das,22.0,Female,88.0,57.0,,1.0,31.0,0
464,Aarav Nair,17.0,Male,60.0,57.0,10.0,10.0,72.0,0
465,Rohan Das,20.0,Female,85.0,76.0,25.0,8.0,37.0,1
466,Rohan Mishra,23.0,Male,83.0,61.0,36.0,2.0,42.0,0
467,Pihu Verma,24.0,Female,60.0,50.0,22.0,17.0,64.0,0
468,Vivaan Mishra,17.0,Female,83.0,92.0,,19.0,52.0,1
469,Isha Malhotra,21.0,Male,50.0,89.0,,14.0,75.0,0
470,Saanvi Das,20.0,Male,78.0,91.0,26.0,13.0,44.0,1
471,Ira Kapoor,21.0,Male,43.0,60.0,38.0,1.0,31.0,0
472,Aditya Singh,24.0,Female,90.0,88.0,39.0,16.0,90.0,1
473,Aryan Gupta,19.0,Female,40.0,92.0,12.0,7.0,,0
474,Krishna Nair,20.0,Male,67.0,,22.0,9.0,81.0,1
475,Pihu Kumar,19.0,Male,63.0,66.0,15.0,17.0,65.0,0
476,Myra Agarwal,24.0,Male,74.0,82.0,29.0,18.0,96.0,1
477,Ira Bose,17.0,Male,52.0,81.0,3.0,7.0,98.0,0
478,Aditya Verma,24.0,Female,86.0,78.0,39.0,7.0,96.0,1
479,Aarav Verma,17.0,Male,73.0,70.0,15.0,2.0,76.0,0
480,Rohan Patel,20.0,Male,50.0,70.0,30.0,2.0,31.0,0
481,Sai Reddy,,Male,75.0,89.0,24.0,11.0,73.0,1
482,Rohan Mishra,22.0,Male,90.0,72.0,11.0,16.0,93.0,1
483,Riya Patel,21.0,Female,56.0,55.0,25.0,3.0,57.0,0
484,Aarav Chopra,22.0,Male,74.0,71.0,36.0,16.0,83.0,1
485,Krishna Reddy,21.0,Female,99.0,99.0,32.0,13.0,96.0,1
486,Ira Agarwal,22.0,Male,57.0,87.0,27.0,18.0,65.0,0
487,Sai Khanna,19.0,Male,79.0,86.0,8.0,8.0,92.0,0
488,Diya Nair,20.0,Female,61.0,,11.0,11.0,54.0,1
489,Ishaan Bose,17.0,Male,96.0,57.0,4.0,4.0,77.0,0
490,Vihaan Mishra,21.0,Female,63.0,90.0,27.0,10.0,68.0,1
491,Krishna Gupta,24.0,Female,97.0,,34.0,19.0,76.0,1
492,Aadhya Reddy,21.0,Male,58.0,84.0,4.0,2.0,50.0,0
493,Aditya Gupta,17.0,Female,76.0,60.0,33.0,14.0,,0
494,Aryan Bose,22.0,Female,78.0,73.0,33.0,13.0,60.0,1
495,Vihaan Mishra,21.0,Female,60.0,98.0,12.0,,55.0,0
496,Aadhya Agarwal,23.0,Female,47.0,,38.0,19.0,51.0,0
497,Krishna Verma,19.0,Female,67.0,51.0,13.0,7.0,50.0,0
498,Pari Mishra,20.0,Female,44.0,89.0,10.0,3.0,30.0,0
499,Aditya Singh,17.0,,,68.0,37.0,11.0,66.0,0
500,Isha Patel,20.0,Female,76.0,88.0,3.0,7.0,75.0,0
501,Krishna Agarwal,23.0,Male,75.0,77.0,32.0,5.0,38.0,1
502,Ira Sharma,21.0,Male,93.0,66.0,6.0,14.0,46.0,0
503,Isha Mishra,21.0,Female,58.0,55.0,7.0,11.0,76.0,0
504,Aditya Bansal,24.0,,,68.0,36.0,15.0,88.0,0
505,Vivaan Kumar,23.0,Female,92.0,87.0,9.0,15.0,83.0,0
506,Vivaan Gupta,17.0,Female,73.0,77.0,14.0,19.0,41.0,1
507,Riya Choudhary,24.0,Male,50.0,51.0,37.0,19.0,93.0,0
508,Aryan Khanna,19.0,Female,93.0,87.0,14.0,3.0,35.0,1
509,Pari Choudhary,24.0,Female,84.0,86.0,4.0,10.0,82.0,0
510,Diya Chopra,18.0,Female,86.0,53.0,28.0,12.0,45.0,0
511,Vivaan Kapoor,17.0,Female,51.0,71.0,18.0,8.0,34.0,0
512,Ira Reddy,18.0,Male,93.0,75.0,9.0,3.0,75.0,0
513,Ishaan Mehta,23.0,Female,60.0,98.0,11.0,11.0,43.0,0
514,Rohan Bansal,22.0,,,92.0,3.0,8.0,73.0,0
515,Vivaan Malhotra,18.0,Female,50.0,85.0,30.0,12.0,92.0,0
516,Aditya Chopra,19.0,Male,78.0,62.0,17.0,15.0,81.0,0
517,Sai Das,24.0,Female,67.0,81.0,15.0,5.0,,1
518,Ira Verma,22.0,Male,44.0,66.0,39.0,9.0,82.0,0
519,Ishaan Malhotra,24.0,Male,56.0,90.0,35.0,12.0,58.0,0
520,Aryan Saxena,18.0,Female,95.0,85.0,24.0,6.0,48.0,1
521,Vivaan Chopra,24.0,Female,59.0,95.0,22.0,18.0,,0
522,Aryan Saxena,23.0,Male,80.0,68.0,11.0,18.0,37.0,0
523,Myra Khanna,22.0,Female,85.0,,33.0,16.0,52.0,1
524,Ishaan Chopra,23.0,,,95.0,35.0,12.0,64.0,1
525,Isha Gupta,18.0,Male,51.0,89.0,36.0,12.0,82.0,0
526,Saanvi Khanna,23.0,Female,45.0,77.0,2.0,1.0,,0
527,Ananya Mishra,19.0,Female,56.0,50.0,8.0,9.0,34.0,0
528,Ira Gupta,,Male,90.0,,17.0,12.0,45.0,1
529,Ishaan Singh,18.0,Male,58.0,67.0,34.0,8.0,46.0,0
530,Isha Singh,18.0,Male,65.0,97.0,33.0,0.0,61.0,1
531,Myra Kumar,17.0,Male,87.0,89.0,13.0,13.0,81.0,1
532,Aryan Malhotra,24.0,Female,83.0,82.0,3.0,15.0,49.0,0
533,Isha Verma,17.0,Female,83.0,61.0,28.0,19.0,95.0,0
534,Ishaan Khanna,17.0,Female,91.0,57.0,14.0,,30.0,0
535,Pihu Reddy,19.0,Female,71.0,73.0,27.0,0.0,87.0,1
536,Riya Gupta,22.0,Female,45.0,65.0,15.0,16.0,73.0,0
537,Aditya Nair,24.0,Male,94.0,99.0,11.0,12.0,35.0,1
538,Isha Singh,23.0,,,53.0,4.0,14.0,79.0,0
539,Ira Singh,21.0,Female,75.0,87.0,33.0,15.0,49.0,1
540,Krishna Das,18.0,Female,77.0,93.0,0.0,15.0,43.0,0
541,Vihaan Malhotra,23.0,Female,50.0,76.0,38.0,1.0,34.0,0
542,Ishaan Kumar,18.0,Female,72.0,58.0,31.0,16.0,70.0,0
543,Vivaan Sharma,19.0,Male,63.0,96.0,25.0,10.0,69.0,1
544,Ishaan Patel,18.0,Male,62.0,65.0,16.0,7.0,63.0,0
545,Pihu Gupta,17.0,Male,54.0,61.0,26.0,19.0,74.0,0
546,Riya Reddy,24.0,Female,66.0,80.0,23.0,2.0,56.0,1
547,Ira Verma,21.0,Male,50.0,73.0,34.0,11.0,73.0,0
548,Pihu Kumar,20.0,Male,96.0,63.0,38.0,19.0,62.0,0
549,Saanvi Agarwal,18.0,,,94.0,25.0,15.0,62.0,1
550,Vivaan Mehta,23.0,Female,89.0,74.0,37.0,13.0,73.0,1
551,Riya Mishra,17.0,Female,56.0,83.0,,15.0,49.0,0
552,Pari Gupta,20.0,Male,90.0,52.0,21.0,16.0,65.0,0
553,Aryan Saxena,21.0,Male,92.0,73.0,3.0,10.0,36.0,0
554,Aarav Sharma,20.0,Female,53.0,91.0,8.0,16.0,,0
555,Saanvi Bose,17.0,Female,66.0,58.0,3.0,18.0,96.0,0
556,Ira Choudhary,24.0,Male,57.0,75.0,6.0,0.0,68.0,0
557,Isha Choudhary,24.0,Male,67.0,69.0,22.0,11.0,53.0,0
558,Saanvi Nair,,Female,90.0,89.0,1.0,14.0,99.0,0
559,Ira Das,24.0,Female,86.0,59.0,23.0,17.0,,0
560,Ishaan Singh,22.0,Male,86.0,,39.0,13.0,67.0,0
561,Ananya Gupta,,Female,43.0,52.0,30.0,0.0,61.0,0
562,Aditya Kapoor,19.0,Male,46.0,73.0,30.0,12.0,74.0,0
563,Vivaan Mehta,23.0,Male,84.0,54.0,39.0,14.0,90.0,0
564,Rohan Agarwal,23.0,Male,74.0,52.0,33.0,6.0,99.0,0
565,Pari Patel,20.0,Male,87.0,76.0,23.0,14.0,82.0,1
566,Arjun Patel,18.0,Female,48.0,65.0,25.0,19.0,80.0,0
567,Aadhya Kumar,18.0,Female,47.0,98.0,15.0,9.0,85.0,0
568,Aadhya Choudhary,24.0,Male,91.0,64.0,12.0,13.0,56.0,0
569,Diya Mishra,23.0,Male,84.0,84.0,14.0,5.0,67.0,1
570,Saanvi Gupta,23.0,Male,56.0,61.0,26.0,13.0,,0
571,Arjun Saxena,22.0,Male,56.0,,3.0,11.0,,0
572,Ishaan Mehta,19.0,,,93.0,15.0,10.0,93.0,1
573,Isha Mishra,,Female,72.0,75.0,29.0,19.0,59.0,1
574,Aarav Bansal,18.0,Female,71.0,96.0,29.0,18.0,78.0,1
575,Diya Patel,23.0,Female,47.0,,35.0,1.0,70.0,0
576,Pari Kumar,22.0,Female,58.0,72.0,2.0,19.0,42.0,0
577,Pari Kapoor,21.0,Male,77.0,80.0,21.0,0.0,63.0,1
578,Saanvi Khanna,22.0,Male,42.0,99.0,21.0,,54.0,0
579,Riya Bose,18.0,Male,98.0,69.0,11.0,13.0,,0
580,Aadhya Reddy,18.0,Male,44.0,61.0,20.0,8.0,47.0,0
581,Isha Khanna,22.0,Male,52.0,72.0,3.0,1.0,34.0,0
582,Riya Mehta,17.0,Female,86.0,53.0,30.0,4.0,48.0,0
583,Sai Reddy,20.0,Male,85.0,72.0,30.0,7.0,71.0,1
584,Ishaan Khanna,18.0,Female,70.0,97.0,22.0,15.0,47.0,1
585,Vihaan Mishra,22.0,Female,94.0,,19.0,15.0,61.0,1
586,Pari Mehta,23.0,Female,55.0,50.0,14.0,12.0,50.0,0
587,Ishaan Mishra,22.0,Female,89.0,74.0,22.0,19.0,39.0,1
588,Isha Gupta,19.0,Male,71.0,,27.0,14.0,66.0,0
589,Myra Das,20.0,,,79.0,15.0,0.0,78.0,1
590,Ishaan Malhotra,21.0,Female,68.0,52.0,36.0,2.0,42.0,0
591,Aryan Verma,17.0,Female,61.0,70.0,20.0,5.0,84.0,0
592,Pihu Kumar,24.0,,,74.0,14.0,13.0,46.0,1
593,Aarav Saxena,21.0,Male,42.0,69.0,16.0,3.0,38.0,0
594,Arjun Malhotra,20.0,Male,93.0,98.0,36.0,17.0,73.0,1
595,Rohan Reddy,20.0,Female,49.0,71.0,12.0,14.0,75.0,0
596,Ananya Chopra,20.0,Female,81.0,70.0,18.0,8.0,37.0,0
597,Pari Singh,21.0,,,82.0,29.0,17.0,,0
598,Saanvi Saxena,23.0,Female,55.0,87.0,17.0,2.0,48.0,0
599,Aadhya Saxena,20.0,Male,51.0,64.0,13.0,9.0,92.0,0
600,Diya Sharma,22.0,Male,41.0,95.0,35.0,16.0,75.0,0
601,Ira Malhotra,21.0,Female,80.0,64.0,35.0,6.0,55.0,0
602,Riya Saxena,24.0,Female,63.0,95.0,19.0,14.0,75.0,1
603,Aadhya Malhotra,20.0,Female,74.0,,18.0,0.0,75.0,1
604,Sai Verma,22.0,,,70.0,6.0,10.0,43.0,0
605,Pihu Sharma,23.0,Male,69.0,73.0,3.0,16.0,92.0,0
606,Pari Verma,19.0,Male,96.0,54.0,33.0,4.0,32.0,0
607,Pari Verma,23.0,Male,69.0,55.0,1.0,6.0,57.0,0
608,Rohan Reddy,24.0,Male,86.0,98.0,4.0,18.0,58.0,0
609,Aditya Kapoor,20.0,Male,74.0,92.0,9.0,14.0,47.0,0
610,Riya Bansal,24.0,Female,58.0,97.0,31.0,2.0,64.0,0
611,Aryan Bansal,21.0,Male,89.0,93.0,12.0,14.0,76.0,1
612,Vivaan Chopra,18.0,Male,47.0,96.0,38.0,4.0,34.0,0
613,Ira Bansal,,Male,65.0,72.0,4.0,11.0,88.0,0
614,Sai Khanna,,Female,88.0,53.0,9.0,19.0,88.0,0
615,Isha Gupta,22.0,Female,79.0,76.0,9.0,4.0,76.0,0
616,Riya Agarwal,,Female,46.0,67.0,37.0,2.0,42.0,0
617,Pihu Agarwal,17.0,Female,69.0,70.0,26.0,8.0,62.0,0
618,Krishna Saxena,24.0,Male,46.0,77.0,20.0,,91.0,0
619,Ananya Verma,23.0,Male,42.0,84.0,7.0,6.0,45.0,0
620,Arjun Nair,19.0,Female,40.0,71.0,0.0,1.0,73.0,0
621,Krishna Verma,20.0,Female,75.0,89.0,27.0,15.0,87.0,1
622,Aryan Bansal,18.0,Male,64.0,72.0,38.0,8.0,35.0,1
623,Arjun Singh,23.0,Male,76.0,52.0,13.0,12.0,44.0,0
624,Ira Nair,18.0,Female,40.0,89.0,20.0,18.0,33.0,0
625,Ishaan Saxena,21.0,Female,54.0,99.0,29.0,19.0,85.0,0
626,Aditya Kapoor,18.0,,,59.0,20.0,16.0,93.0,0
627,Isha Kapoor,21.0,Female,52.0,74.0,8.0,5.0,97.0,0
628,Pihu Agarwal,22.0,Male,79.0,98.0,16.0,3.0,63.0,1
629,Riya Nair,23.0,Male,47.0,57.0,4.0,0.0,,0
630,Ira Patel,23.0,Male,44.0,60.0,30.0,17.0,61.0,0
631,Myra Kumar,17.0,Female,99.0,54.0,39.0,18.0,38.0,0
632,Aryan Bansal,20.0,Female,48.0,94.0,37.0,8.0,92.0,0
633,Rohan Malhotra,21.0,,,86.0,18.0,12.0,62.0,0
634,Vihaan Chopra,17.0,Male,75.0,94.0,35.0,7.0,50.0,1
635,Ishaan Khanna,18.0,Male,74.0,87.0,32.0,12.0,84.0,1
636,Saanvi Khanna,18.0,Male,41.0,78.0,12.0,14.0,86.0,0
637,Pihu Choudhary,17.0,Female,79.0,54.0,13.0,10.0,,0
638,Vivaan Saxena,23.0,Male,62.0,58.0,32.0,11.0,42.0,0
639,Aarav Khanna,18.0,Male,48.0,97.0,28.0,13.0,33.0,0
640,Ananya Kumar,24.0,Male,73.0,51.0,35.0,3.0,79.0,0
641,Pari Kumar,22.0,Male,85.0,50.0,9.0,0.0,77.0,0
642,Aryan Chopra,22.0,Male,53.0,89.0,,3.0,59.0,0
643,Aarav Agarwal,24.0,,,79.0,5.0,18.0,58.0,0
644,Ananya Choudhary,17.0,Male,69.0,60.0,0.0,8.0,37.0,0
645,Rohan Verma,24.0,Female,70.0,77.0,6.0,9.0,41.0,0
646,Myra Gupta,21.0,Female,77.0,,26.0,3.0,70.0,1
647,Rohan Bansal,21.0,,,61.0,20.0,19.0,55.0,0
648,Arjun Mehta,17.0,Female,74.0,88.0,27.0,8.0,79.0,1
649,Aarav Chopra,24.0,Male,47.0,75.0,15.0,12.0,31.0,0
650,Aarav Kumar,21.0,Female,42.0,62.0,22.0,11.0,84.0,0
651,Saanvi Saxena,23.0,Female,53.0,57.0,19.0,10.0,85.0,0
652,Sai Chopra,24.0,Male,99.0,77.0,37.0,11.0,43.0,1
653,Ishaan Patel,23.0,Male,52.0,79.0,24.0,17.0,35.0,0
654,Vivaan Kapoor,21.0,Female,84.0,58.0,27.0,11.0,90.0,0
655,Diya Gupta,22.0,Female,71.0,88.0,,15.0,41.0,0
656,Krishna Mishra,21.0,Male,73.0,80.0,20.0,4.0,,1
657,Aryan Sharma,23.0,Female,84.0,70.0,17.0,19.0,48.0,0
658,Rohan Khanna,19.0,Male,58.0,,5.0,,73.0,0
659,Aadhya Gupta,20.0,Male,98.0,83.0,28.0,10.0,88.0,1
660,Isha Das,18.0,Male,77.0,80.0,18.0,8.0,66.0,1
661,Diya Das,24.0,Male,55.0,74.0,32.0,17.0,54.0,0
662,Diya Bose,19.0,Female,41.0,61.0,0.0,2.0,45.0,0
663,Diya Bansal,21.0,Male,79.0,50.0,2.0,19.0,67.0,0
664,Aarav Patel,22.0,Male,56.0,71.0,20.0,16.0,72.0,0
665,Ira Mishra,17.0,Female,94.0,89.0,34.0,13.0,43.0,1
666,Vihaan Nair,21.0,Male,73.0,86.0,39.0,0.0,35.0,1
667,Myra Malhotra,22.0,Female,81.0,96.0,,16.0,52.0,0
668,Ishaan Malhotra,20.0,Female,99.0,50.0,24.0,7.0,89.0,0
669,Krishna Kumar,21.0,Female,55.0,,37.0,,41.0,0
670,Krishna Kapoor,23.0,Male,77.0,91.0,19.0,4.0,42.0,1
671,Saanvi Kapoor,17.0,Female,99.0,91.0,33.0,8.0,35.0,1
672,Ananya Malhotra,22.0,Female,41.0,70.0,20.0,2.0,92.0,0
673,Arjun Kumar,,Male,41.0,64.0,22.0,18.0,67.0,0
674,Krishna Reddy,22.0,Female,65.0,66.0,5.0,8.0,79.0,0
675,Ishaan Kapoor,20.0,Female,52.0,71.0,12.0,17.0,81.0,0
676,Rohan Choudhary,21.0,Female,95.0,87.0,22.0,15.0,69.0,1
677,Isha Kapoor,20.0,Female,86.0,84.0,8.0,0.0,37.0,0
678,Pihu Sharma,24.0,Female,70.0,94.0,16.0,1.0,,1
679,Diya Nair,18.0,Male,99.0,65.0,1.0,13.0,37.0,0
680,Pihu Das,18.0,Female,73.0,57.0,18.0,13.0,63.0,0
681,Riya Sharma,24.0,Female,78.0,96.0,18.0,0.0,89.0,1
682,Isha Bansal,21.0,Male,42.0,66.0,6.0,15.0,86.0,0
683,Pihu Agarwal,23.0,Male,47.0,66.0,19.0,14.0,75.0,0
684,Ira Mishra,,Male,62.0,75.0,8.0,14.0,51.0,0
685,Rohan Patel,17.0,Female,53.0,62.0,16.0,11.0,69.0,0
686,Saanvi Nair,22.0,Male,95.0,66.0,26.0,15.0,74.0,0
687,Vihaan Singh,22.0,Female,94.0,87.0,1.0,13.0,84.0,0
688,Arjun Malhotra,21.0,Female,66.0,66.0,35.0,14.0,,0
689,Saanvi Reddy,23.0,Male,93.0,97.0,18.0,14.0,34.0,1
690,Aarav Mishra,18.0,Male,68.0,63.0,16.0,18.0,42.0,0
691,Diya Bansal,18.0,Female,78.0,94.0,4.0,7.0,57.0,0
692,Vihaan Malhotra,22.0,Male,92.0,55.0,38.0,1.0,91.0,0
693,Pari Verma,21.0,Female,78.0,84.0,17.0,1.0,53.0,1
694,Pihu Sharma,20.0,Male,40.0,95.0,,9.0,36.0,0
695,Diya Patel,18.0,Male,56.0,,16.0,2.0,67.0,0
696,Krishna Patel,20.0,Male,80.0,96.0,38.0,,66.0,1
697,Ishaan Mehta,23.0,Female,69.0,57.0,35.0,7.0,97.0,0
698,Aryan Malhotra,,Male,92.0,64.0,39.0,3.0,71.0,0
699,Arjun Verma,18.0,Female,52.0,76.0,3.0,13.0,34.0,0
700,Aadhya Reddy,19.0,Female,60.0,62.0,37.0,9.0,93.0,0
701,Aadhya Chopra,18.0,Female,58.0,98.0,24.0,0.0,79.0,0
702,Myra Bose,24.0,Female,92.0,80.0,4.0,3.0,44.0,0
703,Riya Reddy,17.0,Male,58.0,84.0,29.0,0.0,82.0,0
704,Pihu Saxena,24.0,Female,96.0,55.0,11.0,16.0,54.0,0
705,Saanvi Singh,21.0,Female,64.0,54.0,3.0,16.0,,0
706,Aditya Das,21.0,Male,61.0,71.0,23.0,6.0,67.0,1
707,Ananya Das,20.0,Female,70.0,98.0,28.0,19.0,,1
708,Arjun Patel,24.0,Male,56.0,72.0,,14.0,78.0,0
709,Aditya Reddy,,Female,94.0,74.0,3.0,12.0,97.0,0
710,Aryan Das,24.0,Male,62.0,83.0,23.0,,44.0,1
711,Saanvi Sharma,23.0,Female,71.0,75.0,13.0,18.0,94.0,1
712,Aryan Patel,18.0,Male,49.0,96.0,4.0,12.0,83.0,0
713,Rohan Bose,17.0,Female,49.0,54.0,17.0,10.0,59.0,0
714,Isha Choudhary,20.0,Female,75.0,75.0,18.0,,49.0,1
715,Pari Das,24.0,Male,47.0,69.0,11.0,9.0,62.0,0
716,Saanvi Malhotra,24.0,Male,93.0,55.0,,8.0,36.0,0
717,Ananya Agarwal,19.0,Male,91.0,55.0,16.0,8.0,37.0,0
